,index,product_name,price,made_in,standard_soc_ma,algodon,poliamida,elastano,lino,viscosa,poliester,modal,otras,liocel,fibra,acrilico,lana,seda,main_txt,total_composition,1_composition,second_txt,2_composition,OCS,RCS,txt_recycled,cotton_OCS,rec_poliester,rec_cotton,rec_poliamida,rec_acrilico,rec_elastano,certificacion,porcentaje,intertek
716,716,Sudadera,22.95,Pakistan,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
717,717,Camiseta Poliamida,8.95,Turquia,True,,0.94,0.06,,,,,,,,,,,poliamida,2,0.94,elastano,0.06,,,poliamida ,,,,0.47,,,RCS,0.47,True
718,718,Camiseta Algodon Enzimatico,8.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
719,719,Camiseta Temporada,5.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
720,720,Camiseta Rib,7.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
721,721,Camiseta Temporada,8.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,OCS,,,0.95,,,,,,OCS,0.95,True
722,722,Camiseta Oversize,17.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
723,723,Camiseta Temporada,15.95,Portugal,True,,,,0.3,0.7,,,,,,,,,viscosa,2,0.7,lino,0.3,,,,,,,,,,None,,False
725,725,Camiseta Temporada,15.95,Portugal,True,,,,0.3,0.7,,,,,,,,,viscosa,2,0.7,lino,0.3,,,,,,,,,,None,,False
726,726,Camiseta Rib,4.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
727,727,Camiseta Algodon Enzimatico,8.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
728,728,Camiseta Poliamida,8.95,Turquia,True,,0.94,0.06,,,,,,,,,,,poliamida,2,0.94,elastano,0.06,,,poliamida ,,,,0.47,,,RCS,0.47,True
